,srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1id,system1rank,system2Number,system2id,system2rank,system3Number,system3id,system3rank,system4Number,system4id,system4rank,system5Number,system5id,system5rank,system6Number,system6id,system6rank,system7Number,system7id,system7rank,system8Number,system8id,system8rank,system9Number,system9id,system9rank,system10Number,system10id,system10rank,system11Number,system11id,system11rank,system12Number,system12id,system12rank,system13Number,system13id,system13rank,system14Number,system14id,system14rank
86,Complex,simple,29.0,-1,29.0,m2,-1,POST,3,-1,JMGR,5,-1,AMU,5,-1,CUUI,5,-1,IITB,10,-1,IPN,10,-1,NTHU,10,-1,PKU,1,-1,RAC,5,-1,SJTU,10,-1,UFC,10,-1,UMC,1,-1,CAMB,9,-1,NUCLEA,3
87,Complex,simple,585.0,-1,585.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,14,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
88,Complex,simple,477.0,-1,477.0,m2,-1,POST,7,-1,JMGR,7,-1,AMU,5,-1,CUUI,1,-1,IITB,7,-1,IPN,7,-1,NTHU,5,-1,PKU,2,-1,RAC,7,-1,SJTU,7,-1,UFC,7,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,7
89,Complex,simple,590.0,-1,590.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,9,-1,CUUI,1,-1,IITB,9,-1,IPN,9,-1,NTHU,8,-1,PKU,9,-1,RAC,9,-1,SJTU,1,-1,UFC,9,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,7
90,Complex,simple,564.0,-1,564.0,m2,-1,POST,5,-1,JMGR,4,-1,AMU,2,-1,CUUI,5,-1,IITB,5,-1,IPN,5,-1,NTHU,2,-1,PKU,5,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,5,-1,NUCLEA,1
91,Complex,simple,1280.0,-1,1280.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
92,Complex,simple,1124.0,-1,1124.0,m2,-1,POST,6,-1,JMGR,3,-1,AMU,3,-1,CUUI,6,-1,IITB,6,-1,IPN,1,-1,NTHU,6,-1,PKU,6,-1,RAC,1,-1,SJTU,6,-1,UFC,6,-1,UMC,6,-1,CAMB,3,-1,NUCLEA,6
93,Complex,simple,119.0,-1,119.0,m2,-1,POST,6,-1,JMGR,4,-1,AMU,2,-1,CUUI,8,-1,IITB,11,-1,IPN,11,-1,NTHU,3,-1,PKU,9,-1,RAC,5,-1,SJTU,11,-1,UFC,11,-1,UMC,7,-1,CAMB,9,-1,NUCLEA,1
94,Complex,simple,123.0,-1,123.0,m2,-1,POST,1,-1,JMGR,5,-1,AMU,2,-1,CUUI,5,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,3,-1,RAC,3,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,5,-1,NUCLEA,5
95,Complex,simple,496.0,-1,496.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
96,Complex,simple,860.0,-1,860.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,13,-1,CAMB,13,-1,NUCLEA,1
97,Complex,simple,965.0,-1,965.0,m2,-1,POST,4,-1,JMGR,7,-1,AMU,7,-1,CUUI,4,-1,IITB,7,-1,IPN,7,-1,NTHU,7,-1,PKU,2,-1,RAC,3,-1,SJTU,7,-1,UFC,7,-1,UMC,7,-1,CAMB,4,-1,NUCLEA,1
98,Complex,simple,333.0,-1,333.0,m2,-1,POST,8,-1,JMGR,4,-1,AMU,3,-1,CUUI,7,-1,IITB,11,-1,IPN,10,-1,NTHU,11,-1,PKU,5,-1,RAC,6,-1,SJTU,11,-1,UFC,11,-1,UMC,9,-1,CAMB,2,-1,NUCLEA,1
99,Complex,simple,240.0,-1,240.0,m2,-1,POST,5,-1,JMGR,4,-1,AMU,5,-1,CUUI,5,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,5,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,3,-1,CAMB,1,-1,NUCLEA,1
100,Complex,simple,966.0,-1,966.0,m2,-1,POST,5,-1,JMGR,2,-1,AMU,5,-1,CUUI,3,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,5,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,3,-1,NUCLEA,1
101,Complex,simple,150.0,-1,150.0,m2,-1,POST,4,-1,JMGR,4,-1,AMU,4,-1,CUUI,4,-1,IITB,4,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,2,-1,CAMB,1,-1,NUCLEA,2
102,Complex,simple,385.0,-1,385.0,m2,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,1,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,2,-1,CAMB,2,-1,NUCLEA,2
103,Complex,simple,485.0,-1,485.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
104,Complex,simple,1139.0,-1,1139.0,m2,-1,POST,8,-1,JMGR,1,-1,AMU,8,-1,CUUI,1,-1,IITB,8,-1,IPN,8,-1,NTHU,8,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,8,-1,CAMB,8,-1,NUCLEA,1
105,Complex,simple,184.0,-1,184.0,m2,-1,POST,1,-1,JMGR,3,-1,AMU,3,-1,CUUI,1,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,3
106,Complex,simple,737.0,-1,737.0,m2,-1,POST,3,-1,JMGR,1,-1,AMU,5,-1,CUUI,5,-1,IITB,10,-1,IPN,10,-1,NTHU,9,-1,PKU,1,-1,RAC,7,-1,SJTU,10,-1,UFC,10,-1,UMC,10,-1,CAMB,7,-1,NUCLEA,3
107,Complex,simple,591.0,-1,591.0,m2,-1,POST,2,-1,JMGR,2,-1,AMU,1,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,2,-1,CAMB,2,-1,NUCLEA,2
108,Complex,simple,1147.0,-1,1147.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,14,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
109,Complex,simple,1014.0,-1,1014.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
110,Complex,simple,300.0,-1,300.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,14,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
111,Complex,simple,517.0,-1,517.0,m2,-1,POST,10,-1,JMGR,1,-1,AMU,1,-1,CUUI,10,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,10,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,10,-1,NUCLEA,10
112,Complex,simple,172.0,-1,172.0,m2,-1,POST,3,-1,JMGR,3,-1,AMU,1,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,1,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,3
113,Complex,simple,178.0,-1,178.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
114,Complex,simple,1244.0,-1,1244.0,m2,-1,POST,3,-1,JMGR,1,-1,AMU,7,-1,CUUI,3,-1,IITB,7,-1,IPN,7,-1,NTHU,7,-1,PKU,7,-1,RAC,7,-1,SJTU,3,-1,UFC,7,-1,UMC,7,-1,CAMB,6,-1,NUCLEA,2
115,Complex,simple,656.0,-1,656.0,m2,-1,POST,4,-1,JMGR,1,-1,AMU,4,-1,CUUI,4,-1,IITB,4,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,4,-1,CAMB,3,-1,NUCLEA,1
116,Complex,simple,697.0,-1,697.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,6,-1,IITB,9,-1,IPN,1,-1,NTHU,9,-1,PKU,9,-1,RAC,6,-1,SJTU,9,-1,UFC,9,-1,UMC,9,-1,CAMB,1,-1,NUCLEA,6
117,Complex,simple,94.0,-1,94.0,m2,-1,POST,1,-1,JMGR,2,-1,AMU,2,-1,CUUI,7,-1,IITB,9,-1,IPN,9,-1,NTHU,2,-1,PKU,7,-1,RAC,2,-1,SJTU,9,-1,UFC,9,-1,UMC,9,-1,CAMB,2,-1,NUCLEA,9
118,Complex,simple,528.0,-1,528.0,m2,-1,POST,3,-1,JMGR,1,-1,AMU,8,-1,CUUI,3,-1,IITB,8,-1,IPN,8,-1,NTHU,3,-1,PKU,8,-1,RAC,8,-1,SJTU,8,-1,UFC,8,-1,UMC,6,-1,CAMB,6,-1,NUCLEA,2
119,Complex,simple,411.0,-1,411.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
120,Complex,simple,862.0,-1,862.0,m2,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,2,-1,NUCLEA,1
121,Complex,simple,491.0,-1,491.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,12,-1,RAC,1,-1,SJTU,12,-1,UFC,1,-1,UMC,1,-1,CAMB,12,-1,NUCLEA,1
122,Complex,simple,438.0,-1,438.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
123,Complex,simple,1240.0,-1,1240.0,m2,-1,POST,2,-1,JMGR,5,-1,AMU,3,-1,CUUI,3,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,5,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,5,-1,NUCLEA,1
124,Complex,simple,277.0,-1,277.0,m2,-1,POST,4,-1,JMGR,4,-1,AMU,2,-1,CUUI,4,-1,IITB,9,-1,IPN,9,-1,NTHU,9,-1,PKU,9,-1,RAC,9,-1,SJTU,7,-1,UFC,9,-1,UMC,3,-1,CAMB,7,-1,NUCLEA,1
125,Complex,simple,539.0,-1,539.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
126,Complex,simple,689.0,-1,689.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
127,Complex,simple,1112.0,-1,1112.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
128,Complex,simple,1223.0,-1,1223.0,m2,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,11,-1,NTHU,2,-1,PKU,2,-1,RAC,11,-1,SJTU,11,-1,UFC,11,-1,UMC,2,-1,CAMB,2,-1,NUCLEA,1
129,Complex,simple,203.0,-1,203.0,m2,-1,POST,7,-1,JMGR,2,-1,AMU,2,-1,CUUI,7,-1,IITB,10,-1,IPN,10,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,10,-1,UFC,10,-1,UMC,10,-1,CAMB,1,-1,NUCLEA,9
130,Complex,simple,367.0,-1,367.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
131,Complex,simple,603.0,-1,603.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
132,Complex,simple,876.0,-1,876.0,m2,-1,POST,5,-1,JMGR,1,-1,AMU,5,-1,CUUI,1,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,5,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,1,-1,NUCLEA,1
133,Complex,simple,109.0,-1,109.0,m2,-1,POST,10,-1,JMGR,2,-1,AMU,10,-1,CUUI,2,-1,IITB,10,-1,IPN,10,-1,NTHU,8,-1,PKU,6,-1,RAC,8,-1,SJTU,2,-1,UFC,10,-1,UMC,2,-1,CAMB,6,-1,NUCLEA,1
134,Complex,simple,780.0,-1,780.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
135,Complex,simple,441.0,-1,441.0,m2,-1,POST,6,-1,JMGR,1,-1,AMU,8,-1,CUUI,3,-1,IITB,8,-1,IPN,8,-1,NTHU,3,-1,PKU,8,-1,RAC,8,-1,SJTU,8,-1,UFC,8,-1,UMC,7,-1,CAMB,1,-1,NUCLEA,3
136,Complex,simple,890.0,-1,890.0,m2,-1,POST,2,-1,JMGR,5,-1,AMU,5,-1,CUUI,4,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,2,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,5,-1,NUCLEA,1
137,Complex,simple,1126.0,-1,1126.0,m2,-1,POST,7,-1,JMGR,1,-1,AMU,7,-1,CUUI,7,-1,IITB,1,-1,IPN,1,-1,NTHU,7,-1,PKU,7,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,7,-1,CAMB,7,-1,NUCLEA,7
138,Complex,simple,1293.0,-1,1293.0,m2,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,1,-1,NUCLEA,2
139,Complex,simple,886.0,-1,886.0,m2,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,2,-1,CAMB,2,-1,NUCLEA,1
140,Complex,simple,634.0,-1,634.0,m2,-1,POST,10,-1,JMGR,1,-1,AMU,1,-1,CUUI,10,-1,IITB,1,-1,IPN,1,-1,NTHU,10,-1,PKU,10,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,10,-1,NUCLEA,1
141,Complex,simple,107.0,-1,107.0,m2,-1,POST,4,-1,JMGR,5,-1,AMU,5,-1,CUUI,1,-1,IITB,5,-1,IPN,5,-1,NTHU,5,-1,PKU,5,-1,RAC,1,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,5,-1,NUCLEA,3
142,Complex,simple,469.0,-1,469.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,13,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,13,-1,CAMB,1,-1,NUCLEA,1
143,Complex,simple,374.0,-1,374.0,m2,-1,POST,5,-1,JMGR,8,-1,AMU,1,-1,CUUI,5,-1,IITB,8,-1,IPN,8,-1,NTHU,7,-1,PKU,4,-1,RAC,2,-1,SJTU,8,-1,UFC,8,-1,UMC,8,-1,CAMB,2,-1,NUCLEA,8
144,Complex,simple,702.0,-1,702.0,m2,-1,POST,6,-1,JMGR,1,-1,AMU,6,-1,CUUI,1,-1,IITB,11,-1,IPN,11,-1,NTHU,5,-1,PKU,10,-1,RAC,11,-1,SJTU,6,-1,UFC,6,-1,UMC,11,-1,CAMB,3,-1,NUCLEA,3
145,Complex,simple,492.0,-1,492.0,m2,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,2,-1,CAMB,2,-1,NUCLEA,1
146,Complex,simple,337.0,-1,337.0,m2,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,2,-1,NUCLEA,1
147,Complex,simple,998.0,-1,998.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
148,Complex,simple,844.0,-1,844.0,m2,-1,POST,6,-1,JMGR,4,-1,AMU,1,-1,CUUI,1,-1,IITB,6,-1,IPN,6,-1,NTHU,6,-1,PKU,6,-1,RAC,6,-1,SJTU,6,-1,UFC,6,-1,UMC,6,-1,CAMB,5,-1,NUCLEA,1
149,Complex,simple,630.0,-1,630.0,m2,-1,POST,8,-1,JMGR,3,-1,AMU,3,-1,CUUI,1,-1,IITB,8,-1,IPN,8,-1,NTHU,6,-1,PKU,8,-1,RAC,8,-1,SJTU,8,-1,UFC,3,-1,UMC,8,-1,CAMB,7,-1,NUCLEA,1
150,Complex,simple,391.0,-1,391.0,m2,-1,POST,2,-1,JMGR,4,-1,AMU,6,-1,CUUI,1,-1,IITB,6,-1,IPN,6,-1,NTHU,6,-1,PKU,6,-1,RAC,4,-1,SJTU,6,-1,UFC,6,-1,UMC,6,-1,CAMB,6,-1,NUCLEA,2
151,Complex,simple,1286.0,-1,1286.0,m2,-1,POST,5,-1,JMGR,5,-1,AMU,5,-1,CUUI,5,-1,IITB,5,-1,IPN,5,-1,NTHU,1,-1,PKU,1,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,1,-1,NUCLEA,1
152,Complex,simple,70.0,-1,70.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
153,Complex,simple,655.0,-1,655.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
154,Complex,simple,91.0,-1,91.0,m2,-1,POST,8,-1,JMGR,4,-1,AMU,1,-1,CUUI,1,-1,IITB,8,-1,IPN,8,-1,NTHU,3,-1,PKU,8,-1,RAC,8,-1,SJTU,8,-1,UFC,8,-1,UMC,7,-1,CAMB,4,-1,NUCLEA,4
155,Complex,simple,762.0,-1,762.0,m2,-1,POST,4,-1,JMGR,2,-1,AMU,2,-1,CUUI,4,-1,IITB,4,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,4,-1,CAMB,4,-1,NUCLEA,1
156,Complex,simple,905.0,-1,905.0,m2,-1,POST,9,-1,JMGR,9,-1,AMU,1,-1,CUUI,9,-1,IITB,1,-1,IPN,1,-1,NTHU,9,-1,PKU,9,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,9,-1,NUCLEA,1
157,Complex,simple,989.0,-1,989.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
158,Complex,simple,1046.0,-1,1046.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
159,Complex,simple,654.0,-1,654.0,m2,-1,POST,8,-1,JMGR,1,-1,AMU,8,-1,CUUI,8,-1,IITB,1,-1,IPN,8,-1,NTHU,8,-1,PKU,1,-1,RAC,8,-1,SJTU,1,-1,UFC,1,-1,UMC,8,-1,CAMB,1,-1,NUCLEA,1
160,Complex,simple,293.0,-1,293.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,11,-1,UFC,1,-1,UMC,11,-1,CAMB,11,-1,NUCLEA,11
161,Complex,simple,1043.0,-1,1043.0,m2,-1,POST,13,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,13,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
162,Complex,simple,273.0,-1,273.0,m2,-1,POST,2,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,1,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,3
163,Complex,simple,1186.0,-1,1186.0,m2,-1,POST,8,-1,JMGR,9,-1,AMU,2,-1,CUUI,7,-1,IITB,9,-1,IPN,2,-1,NTHU,1,-1,PKU,9,-1,RAC,9,-1,SJTU,9,-1,UFC,2,-1,UMC,2,-1,CAMB,9,-1,NUCLEA,2
164,Complex,simple,408.0,-1,408.0,m2,-1,POST,3,-1,JMGR,1,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,2,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,3
165,Complex,simple,1172.0,-1,1172.0,m2,-1,POST,6,-1,JMGR,1,-1,AMU,1,-1,CUUI,6,-1,IITB,1,-1,IPN,6,-1,NTHU,6,-1,PKU,1,-1,RAC,1,-1,SJTU,6,-1,UFC,6,-1,UMC,6,-1,CAMB,6,-1,NUCLEA,6
166,Complex,simple,540.0,-1,540.0,m2,-1,POST,3,-1,JMGR,3,-1,AMU,2,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,NUCLEA,1
167,Complex,simple,701.0,-1,701.0,m2,-1,POST,5,-1,JMGR,1,-1,AMU,7,-1,CUUI,7,-1,IITB,7,-1,IPN,7,-1,NTHU,1,-1,PKU,7,-1,RAC,7,-1,SJTU,5,-1,UFC,7,-1,UMC,7,-1,CAMB,1,-1,NUCLEA,1
168,Complex,simple,216.0,-1,216.0,m2,-1,POST,1,-1,JMGR,4,-1,AMU,1,-1,CUUI,4,-1,IITB,4,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,4,-1,CAMB,4,-1,NUCLEA,3
169,Complex,simple,1191.0,-1,1191.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,13,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,13,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
170,Complex,simple,285.0,-1,285.0,m2,-1,POST,5,-1,JMGR,1,-1,AMU,5,-1,CUUI,5,-1,IITB,5,-1,IPN,5,-1,NTHU,2,-1,PKU,5,-1,RAC,5,-1,SJTU,5,-1,UFC,5,-1,UMC,5,-1,CAMB,2,-1,NUCLEA,4
171,Complex,simple,323.0,-1,323.0,m2,-1,POST,4,-1,JMGR,4,-1,AMU,1,-1,CUUI,4,-1,IITB,4,-1,IPN,1,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,4,-1,CAMB,3,-1,NUCLEA,4
172,Complex,simple,791.0,-1,791.0,m2,-1,POST,3,-1,JMGR,3,-1,AMU,8,-1,CUUI,5,-1,IITB,12,-1,IPN,12,-1,NTHU,6,-1,PKU,2,-1,RAC,6,-1,SJTU,12,-1,UFC,8,-1,UMC,10,-1,CAMB,1,-1,NUCLEA,10
173,Complex,simple,1057.0,-1,1057.0,m2,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,NUCLEA,1
